cust_id,총구매액,구매건수,평균구매액,최대구매액,구매상품종류1,내점일수,구매주기,봄-구매비율,여름-구매비율,가을-구매비율,겨울-구매비율,환불금액,환불건수,내점당구매액,내점당구매건수,주구매상품,주구매지점,구매 추세 기울기,화장품구매주기,식료품구매액비율,평균식료품구매액분위,고가상품구매율,베스트셀러구매비율,환불비율,스타킹구매건수,고객등급,평일방문비율,평균대비구매비중,주환불상품,남성포함상품구매건수,여성키워드상품구매건수,다양한 매장 방문,가격선호도,라이프 스타일(평균),라이프 스타일(건수),주구매 요일,선호방문계절,선호방문월,행사상품구매수,저가상품구매율,요일 간 구매건수 편차,충동지수,남성용품구매건수,여성용품구매건수,하루 최고 구매 건수,만족도 떨어지는 제품 총 구입금액,만족도 떨어지는 제품 총 구매건수,가성비 제품 총 구입금액,휴면일수,취미용품 구매비율,아동용품 구매건수,명절식품비용,발렌타인,화이트,단독상품군구매율,구매액표준편차,중복구매배수,의류_거래율(의류+식품+생활잡화),패션_대비_남성상품_거래율,패션_대비_여성상품_거래율,전체방문_중_환불방문(표준화),월_재방문율,시즌 마감 방문비율,상반기 구매비율,구매 추세,주구매지점재방문률,내점시마다 구매액의 일관성
1273,32661000,16,2041312,12672000,11,10,35,0.1875,0.1875,0.25,0.375,,,3266100,1.6,시티웨어,동래점,-0.14,,0,,0.38,0.6875,0,,수면고객,0.9375,22.56799919,,1,,2,3,의류,의류,수,fall,9,,0.12,0.3125,0.1,0,0,3,9530000,4,29997300,9,0,0,0,0,0,0.1875,3460216.588,1.454545455,0.909090909,0,0,-0.485358794,0.272727273,0.6,0.6875,-0.375,43.75,1.68483E+13
1274,212403400,57,3726375,23475000,15,20,15,0.192982456,0.403508772,0.228070175,0.175438596,,,10620170,2.85,기타,강남점,-0.12,20,0.00316897,1,0.7,0.49122807,0,1,3등급고객,0.929824561,146.7658602,,,15,1,3,명품,기타,금,fall,8,,0.25,0.456140351,0.05,0,5,9,30732800,4,200182700,52,0,5,0,0,0,0.087719298,5920464.629,3.8,0.142857143,0.090909091,0.909090909,-0.485358794,0.909090909,0.3,0.456140351,0.087719298,98.25,6.51393E+13
1275,460566780,139,3313430,52650000,68,50,6,0.136690647,0.302158273,0.352517986,0.208633094,66671000,2,9211335.6,2.78,디자이너,본  점,0.91,67,0.014125595,4,0.52,0.366906475,0.014388489,,1등급고객,0.877697842,318.2410434,디자이너캐릭터,2,9,2,3,남성의류,명품,금,fall,9,3,0.21,0.309352518,0.02,4,15,11,61037000,13,137243180,13,0.051094891,6,0,0,0,0.050359712,8979562.408,2.044117647,0.44,0.195121951,0.365853659,-0.04777362,0.818181818,0.82,0.294964029,0.410071942,88.49,2.22605E+14
1276,75662450,206,367293,24000000,48,39,8,0.189320388,0.412621359,0.237864078,0.160194175,,,1940062.821,5.282051282,기타,청량리점,2.48,,0.124843697,2,0.04,0.553398058,0,,1등급고객,0.762135922,52.28101131,,1,3,1,1,의류,식품,금,summer,7,1,0.78,0.131067961,0.025641026,11,2,13,36300000,4,57349150,11,0.009708738,0,0,0,0,0.019417476,2128107.063,4.291666667,0.033613445,0.333333333,0.166666667,-0.485358794,0.727272727,1.615384615,0.27184466,0.45631068,99.51,2.24173E+13
1277,3765000,3,1255000,2178000,2,2,12,1,0,0,0,,,1882500,1.5,모피/피혁,영등포점,-0.05,,0,,0.33,0,0,,신규고객,1,2.601528335,,1,,1,2,남성의류,여성의류,금,spring,4,2,0,0.666666667,0.5,0,2,2,,0,,245,0,0,0,0,0,0.333333333,916569.1463,1.5,1,0,1,-0.485358794,0,0.5,1,-1,66.67,87320250000
1278,20728000,4,5182000,9750000,4,3,53,0.75,0,0.25,0,,,6909333.333,1.333333333,디자이너,본  점,-0.03,,0,,0.75,0.25,0,,수면고객,0.5,14.32257087,,1,1,2,4,여성의류,남성의류,일,spring,5,,0,0.5,0.333333333,1,2,2,4818000,1,10318000,117,0,0,0,0,0,1,3721501.847,1,1,0.333333333,0.333333333,-0.485358794,0,0.333333333,0.75,-0.5,50,1.95809E+13
1279,1824000,2,912000,1200000,2,1,0,0,0,0,1,,,1824000,2,주방용품,본  점,-0.08,,0,,0.5,0,0,,신규고객,0,1.260342014,,,2,1,2,생활용품,생활용품,토,fall,1,,0,1,1,0,0,2,,0,624000,352,0,0,0,0,0,0,407293.506,1,0,0,0,-0.485358794,0,0,1,-1,50,0
1280,9099000,12,758250,3500000,7,5,14,0.666666667,0.333333333,0,0,,,1819800,2.4,기타,광주점,-0.12,,0,,0.25,0,0,,수면고객,0.833333333,6.287199555,,1,1,1,2,예체능,기타,금,spring,4,,0.42,0.416666667,0.2,2,0,5,,0,7224000,174,0.083333333,0,0,0,0,0.25,1009532.216,1.714285714,1,0.333333333,0,-0.485358794,0.272727273,1.6,0.833333333,-0.666666667,91.67,1.54849E+12
1281,205025530,126,1627187,22000000,53,56,6,0.19047619,0.285714286,0.23015873,0.293650794,20110000,4,3661170.179,2.25,디자이너,광주점,-0.15,41,0.018786441,2,0.37,0.69047619,0.031746032,,1등급고객,0.833333333,141.6679218,어덜트,2,16,1,2,남성의류,식품,화,fall,7,3,0.37,0.182539683,0.017857143,1,18,6,27282400,9,113924430,2,0.016393443,3,15000,0,0,0.047619048,4015126.198,2.377358491,0.179104478,0.148148148,0.555555556,0.296043302,1,0.642857143,0.452380952,0.095238095,99.21,3.45572E+13
1282,396000,3,132000,176000,3,1,0,0,0,0,1,,,396000,3,육류,분당점,-0.12,,0.555555556,3,0,1,0,,신규고객,1,0.273626885,,,,1,1,생활용품,식품,월,fall,1,,0.33,1,1,0,1,3,,0,396000,336,0,0,0,0,0,0.333333333,71077.42258,1,0,0,0,-0.485358794,0,3,1,-1,66.67,0
1283,48750970,22,2215953,13420800,13,6,55,0.409090909,0.318181818,0,0.272727273,2304000,1,8125161.667,3.666666667,기타,분당점,-0.33,0,0.042140085,5,0.5,0.590909091,0.045454545,,수면고객,0.227272727,33.6857981,NB 여화,2,1,2,3,의류,식품,토,spring,4,,0.32,0.772727273,0.166666667,0,3,9,28030000,5,45707970,11,0,1,0,0,0,0.181818182,3685498.086,1.692307692,0.363636364,0,0.428571429,1.337912763,0.090909091,2.5,0.909090909,-0.818181818,72.73,6.52717E+13
1284,35336000,6,5889333,19550000,3,4,45,0,0.5,0,0.5,184000,1,8834000,1.5,시티웨어,본  점,0.12,,0,,0.67,0.5,0.166666667,,수면고객,0.666666667,24.41636262,시니어,,,1,4,여성의류,의류,화,summer,12,,0.17,0.666666667,0.25,0,0,3,,0,25886000,13,0,0,0,0,0,0.166666667,7589273.659,2,1,0,0.166666667,2.249548541,0.090909091,0.25,0.166666667,0.666666667,83.33,5.51288E+13
1285,43676850,28,1559888,15500000,19,14,13,0,0.642857143,0.357142857,0,442000,1,3119775,2,기타,잠실점,0.31,,0.031143501,4,0.43,0.321428571,0.035714286,,2등급고객,0.892857143,30.17969797,N.B,3,2,1,2,남성의류,식품,목,summer,6,1,0.29,0.25,0.071428571,5,1,3,,0,11526050,31,0.037037037,0,0,0,0,0.285714286,3322203.496,1.473684211,0.157894737,0.8,0,0.296043302,0.454545455,1,0.25,0.5,96.43,2.01567E+13
1286,1031710,8,128964,332500,5,4,75,0,0.125,0.625,0.25,,,257927.5,2,가공식품,전주점,0.16,101,0.657122641,4,0,0.75,0,,수면고객,0.25,0.712887862,,,3,1,1,식품,식품,토,fall,11,,0.5,0.75,0.25,0,0,5,,0,681710,26,0,0,0,0,0,0,130703.3083,1.6,0,0,1,-0.485358794,0.090909091,0,0.25,0.5,87.5,64180535769
1287,320000,6,53333,897000,2,3,11,1,0,0,0,936000,2,106666.6667,2,모피/피혁,영등포점,-0.08,,0,,0,0,0.333333333,,3등급고객,0.666666667,0.221112634,상품군미지정,,,1,1,여성의류,여성의류,화,spring,5,4,0.5,0.666666667,0.333333333,0,4,2,,0,0,223,0,0,0,0,0,0,574385.4687,3,1,0,1,3.161184319,0.090909091,0.666666667,1,-1,83.33,6.0682E+11
1288,145580,5,29116,61040,3,1,0,0,0,0,1,,,145580,5,농산물,분당점,-0.19,,0.940101662,1,0,0.8,0,,신규고객,1,0.100592429,,,,1,1,식품,식품,화,fall,1,,1,1,1,0,0,5,,0,145580,349,0,0,0,0,0,0.4,23949.34822,1.666666667,0,0,0,-0.485358794,0,0,1,-1,80,0
1289,120948340,151,800982,26200000,67,41,8,0.324503311,0.092715232,0.251655629,0.331125828,,,2949959.512,3.682926829,가공식품,부평점,0.34,,0.030914025,1,0.09,0.662251656,0,,1등급고객,0.503311258,83.57251889,,2,1,3,2,예체능,식품,토,fall,10,10,0.58,0.291390728,0.024390244,8,5,13,5826600,2,76922170,5,0.033112583,3,0,0,0,0.052980132,2786972.095,2.253731343,0.263157895,0.166666667,0.194444444,-0.485358794,0.818181818,1.780487805,0.543046358,-0.086092715,92.05,3.50321E+13
1290,16353000,11,1486636,12000000,4,6,9,0.727272727,0,0,0.272727273,12125000,2,2725500,1.833333333,기타,영등포점,-0.25,0,0.007062924,3,0.64,0.454545455,0.181818182,,3등급고객,0.818181818,11.29954658,시니어,,1,3,2,의류,기타,금,spring,4,1,0.27,0.363636364,0.166666667,0,1,2,12500000,6,16353000,254,0,0,0,0,0,0.272727273,6311757.925,2.75,0.8,0,0.4,1.337912763,0.181818182,1.166666667,1,-1,63.64,6.88583E+13
1291,51335490,140,366682,5750000,54,36,9,0.264285714,0.607142857,0.071428571,0.057142857,,,1425985.833,3.888888889,기타,청량리점,-0.23,60,0.209339387,4,0.08,0.628571429,0,,1등급고객,0.735714286,35.47164192,,,7,2,1,화장품,식품,토,summer,7,5,0.54,0.235714286,0.027777778,4,4,17,,0,35915730,31,0,0,0,0,0,0.028571429,866639.3694,2.592592593,0.111111111,0.071428571,0.642857143,-0.485358794,0.454545455,1.444444444,0.464285714,0.071428571,98.57,2.41437E+12
1292,173489250,58,2991194,32000000,34,21,16,0.172413793,0.327586207,0.275862069,0.224137931,3432000,1,8261392.857,2.761904762,시티웨어,분당점,0.43,35,0.021688318,5,0.5,0.586206897,0.017241379,,3등급고객,0.637931034,119.8770783,니  트,,10,2,3,가전,식품,수,fall,10,,0.26,0.310344828,0.047619048,2,4,12,23796000,3,129130950,8,0,0,0,0,0,0.086206897,5938271.911,1.705882353,0.387096774,0.043478261,0.391304348,0.035575937,0.636363636,0.571428571,0.448275862,0.103448276,84.48,7.22468E+13
1293,310152120,286,1084448,32808000,82,44,8,0.041958042,0.377622378,0.433566434,0.146853147,,,7048911.818,6.5,기타,관악점,4.36,36,0.054739752,3,0.11,0.611888112,0,1,1등급고객,0.70979021,214.3079757,,2,8,2,2,명품,식품,목,fall,9,9,0.59,0.125874126,0.022727273,15,10,20,10834000,5,239762020,0,0.034965035,2,144250,0,0,0.006993007,3945265.634,3.487804878,0.084210526,0.40625,0.28125,-0.485358794,1,2.545454545,0.094405594,0.811188811,96.15,1.05272E+14
1294,4670000,3,1556667,3200000,2,3,25,0.333333333,0.666666667,0,0,600000,1,1556666.667,1,골프,울산점,-0.02,,0,,1,0.333333333,0.333333333,,수면고객,0.666666667,3.226862504,L/C골프의류,,,1,2,의류,예체능,목,summer,7,,0.33,0.333333333,0.333333333,2,0,1,,0,4670000,181,0.5,0,0,0,0,0.333333333,1951315.795,1.5,1,0.666666667,0,3.161184319,0.090909091,0.333333333,0.666666667,-0.333333333,66.67,2.53842E+12
1295,374833740,165,2271720,50370000,88,64,5,0.296969697,0.357575758,0.266666667,0.078787879,15546200,12,5856777.188,2.578125,기타,영등포점,0.06,,0.004526007,3,0.38,0.157575758,0.072727273,,1등급고객,0.63030303,259.0014862,L/C골프의류,11,20,4,3,가전,생활용품,금,summer,6,15,0.25,0.212121212,0.015625,11,22,10,25228400,10,127605040,24,0.071895425,7,0,0,0,0.024242424,5849933.945,1.875,0.35443038,0.411764706,0.254901961,1.053026582,1,0.5625,0.527272727,-0.054545455,81.82,2.04884E+14
1296,23650100,23,1028265,8580000,12,13,22,0.130434783,0.391304348,0.391304348,0.086956522,,,1819238.462,1.769230769,기타,일산점,0.09,0,0.022198638,2,0.13,0.47826087,0,,3등급고객,0.47826087,16.34167471,,,1,1,2,명품,식품,토,fall,10,2,0.57,0.52173913,0.076923077,0,4,3,12056000,2,23210100,58,0,0,0,0,0,0.260869565,2193442.193,1.916666667,0.285714286,0,1,-0.485358794,0.545454545,0.307692308,0.391304348,0.217391304,95.65,7.44322E+12
1297,143920000,10,14392000,48000000,8,5,66,0,0,0.1,0.9,,,28784000,2,주방가전,본  점,0.15,,0,,0.9,0,0,,수면고객,0.2,99.44540718,,1,2,1,5,남성의류,가전,토,fall,12,,0,0.6,0.2,1,1,4,,0,35626000,8,0,0,0,0,0,0.6,17931979.02,1.25,0.4,0.5,0.5,-0.485358794,0.090909091,1.4,0.3,0.4,90,9.47693E+14
1298,91993000,207,444411,11500000,51,38,9,0.101449275,0.299516908,0.357487923,0.241545894,23248000,9,2420868.421,5.447368421,기타,일산점,2.26,0,0.238905243,4,0.14,0.47826087,0.043478261,,1등급고객,0.811594203,63.56504546,디자이너부틱,1,1,2,1,명품,식품,금,fall,10,4,0.53,0.236714976,0.026315789,0,15,15,16814000,8,72001890,2,0,0,0,0,0,0.014492754,1682919.624,4.058823529,0.118811881,0.058823529,0.294117647,1.529836084,1,1.5,0.270531401,0.458937198,99.03,1.73725E+13
1299,279691330,121,2311499,76406000,46,28,11,0.132231405,0,0.570247934,0.297520661,17186400,2,9988976.071,4.321428571,농산물,대전점,1.7,32,0.034420195,4,0.24,0.578512397,0.016528926,1,1등급고객,0.768595041,193.260271,NB 여화,1,14,2,3,남성의류,식품,금,fall,11,1,0.41,0.256198347,0.035714286,2,7,14,76406000,1,147539010,6,0.008403361,4,0,0,0,0.082644628,9654913.722,2.630434783,0.086956522,0.1,0.7,0.296043302,0.545454545,1.464285714,0.280991736,0.438016529,95.87,4.36886E+14
1300,265222540,70,3788893,44233200,33,34,9,0.514285714,0.1,0.271428571,0.114285714,9226800,1,7800662.941,2.058823529,골프,잠실점,-0.05,54,0.008084155,4,0.56,0.257142857,0.014285714,,2등급고객,0.742857143,183.2626701,N/B골프의류,,11,1,3,예체능,예체능,금,spring,5,3,0.14,0.271428571,0.029411765,20,7,8,,0,230614300,24,0.246376812,7,0,0,0,0.042857143,7532450.76,2.121212121,0.421052632,0.5,0.236842105,-0.16360499,0.636363636,0.617647059,0.571428571,-0.142857143,98.57,9.41135E+13
1301,15778600,10,1577860,4788000,9,8,43,0.3,0.2,0.3,0.2,,,1972325,1.25,트래디셔널,잠실점,0.04,,0.011407856,4,0.6,0.1,0,,수면고객,0.1,10.9026494,,,,1,2,여성의류,의류,토,fall,11,,0,0.9,0.125,2,0,2,,0,4788000,9,0,2,0,0,0,0.2,1381961.074,1.111111111,0.875,0.6,0.4,-0.485358794,0.272727273,0.25,0.6,-0.2,90,1.77144E+12
1302,2344000,3,781333,1200000,2,1,0,0,0,1,0,,,2344000,3,수산품,본  점,0.07,,0.962457338,5,0,0.666666667,0,,신규고객,1,1.619650045,,,,1,2,식품,식품,월,fall,10,,0,1,1,0,0,3,,0,2344000,84,0,0,0,0,0,0.333333333,604745.6766,1.5,0,0,0,-0.485358794,0,0,0,1,66.67,0
1303,172503360,21,8214446,43500000,10,13,23,0.285714286,0.428571429,0.238095238,0.047619048,,,13269489.23,1.615384615,화장품,본  점,0.04,33,0.001739097,3,0.57,0.761904762,0,,수면고객,0.619047619,119.195851,,,6,2,4,화장품,화장품,토,summer,7,1,0.14,0.380952381,0.076923077,1,4,3,2058000,2,145372660,60,0,0,0,0,0,0.19047619,13399833.47,2.1,0.555555556,0,0.6,-0.485358794,0.636363636,0.769230769,0.380952381,0.238095238,57.14,2.21396E+14
1304,70023100,325,215456,13794000,63,47,7,0.261538462,0.32,0.230769231,0.187692308,6681600,1,1489853.191,6.914893617,농산물,분당점,1.23,3,0.34462256,3,0.03,0.701538462,0.003076923,,1등급고객,0.732307692,48.38435027,임대,1,2,1,1,명품,식품,목,fall,7,7,0.59,0.32,0.021276596,6,8,21,13934000,2,47500060,8,0,1,0,0,0,0.015384615,1077241.41,5.158730159,0.069387755,0,0.65,-0.252600723,1,2.425531915,0.446153846,0.107692308,99.69,5.12366E+12
1305,7780500,10,778050,3542000,6,3,52,0,0.1,0,0.9,1980000,1,2593500,3.333333333,섬유잡화,영등포점,-0.35,79,0.004884005,1,0.3,0.4,0.1,,수면고객,0.6,5.376146405,숙녀고정행사,,2,1,2,화장품,의류,수,fall,1,2,0.5,0.6,0.333333333,0,2,5,,0,4238500,201,0,0,0,0,0,0.2,1526652.519,1.666666667,0.714285714,0,0.666666667,3.161184319,0,0,1,-1,90,2.73017E+12
1306,35365260,92,384405,6840000,39,35,10,0.336956522,0.217391304,0.130434783,0.315217391,,,1010436,2.628571429,농산물,본  점,-0.59,36,0.285810425,4,0.09,0.608695652,0,,1등급고객,0.423913043,24.4365806,,1,8,2,1,의류,식품,토,fall,2,1,0.46,0.282608696,0.028571429,2,4,7,,0,29974510,2,0,0,1503100,0,1,0.043478261,995165.5455,2.358974359,0.029850746,0.111111111,0.888888889,-0.485358794,1,0.828571429,0.673913043,-0.347826087,97.83,2.09745E+12
1307,5565000,1,5565000,5565000,1,1,0,0,0,1,0,,,5565000,1,트래디셔널,본  점,0.02,,0,,1,0,0,,신규고객,1,3.845286902,,,,1,4,의류,의류,목,fall,10,,0,1,1,0,0,1,,0,,67,0,0,0,0,0,1,,1,1,0,0,-0.485358794,0,1,0,1,0,0
1308,550373480,111,4958320,150650000,63,26,13,0.099099099,0.378378378,0.171171171,0.351351351,2225000,1,21168210.77,4.269230769,골프,본  점,0.19,48,0.013157938,5,0.45,0.243243243,0.009009009,1,1등급고객,0.855855856,380.2954059,L/C골프의류,4,9,1,3,가전,예체능,수,fall,8,4,0.13,0.252252252,0.038461538,26,9,18,11752000,2,197361110,0,0.281818182,4,0,0,0,0.09009009,14941325.32,1.761904762,0.351351351,0.620689655,0.189655172,-0.064603819,0.818181818,1.461538462,0.333333333,0.333333333,99.1,9.95287E+14
1309,85826420,179,479477,28750000,40,39,9,0.189944134,0.340782123,0.279329609,0.189944134,26175000,5,2200677.436,4.58974359,가공식품,잠실점,0.26,0,0.08752235,2,0.13,0.69273743,0.027932961,,1등급고객,0.849162011,59.30408062,디자이너부틱,4,4,3,1,남성의류,식품,목,fall,10,,0.69,0.234636872,0.025641026,4,9,27,20105600,17,30228160,2,0,0,0,0,0,0.022346369,3181077.503,4.475,0.051724138,0.5,0.125,0.356151155,1,1.179487179,0.402234637,0.195530726,92.74,5.38807E+13
1310,4832810,70,69040,980000,31,13,24,0.042857143,0.242857143,0.3,0.414285714,2411200,6,371754.6154,5.384615385,가공식품,관악점,1.31,,0.799334135,3,0,0.728571429,0.085714286,,3등급고객,0.842857143,3.339360466,상품군미지정,,2,3,1,식품,식품,목,fall,12,4,0.64,0.242857143,0.076923077,0,1,8,0,2,3221010,10,0,0,599750,0,0,0.014285714,255765.7615,2.258064516,0.072727273,0,0.5,2.880681003,0.272727273,2.461538462,0.085714286,0.828571429,90,5.66038E+11
1311,5772800,9,641422,7644000,4,5,39,0.444444444,0,0.555555556,0,3761000,3,1154560,1.8,시티웨어,분당점,0.01,,0.116927661,5,0,0.777777778,0.333333333,,수면고객,0.333333333,3.988871919,니  트,,,1,2,의류,의류,일,fall,9,1,0.44,0.444444444,0.2,0,1,3,4858000,6,5772800,99,0,0,0,0,0,0.111111111,2841475.867,2.25,0.571428571,0,0,3.890492942,0.181818182,1.4,0.444444444,0.111111111,88.89,1.22949E+13
1312,97993500,79,1240424,11675000,32,24,13,0.227848101,0.405063291,0.189873418,0.17721519,,,4083062.5,3.291666667,캐주얼,부산본점,0.09,32,0.005802426,1,0.3,0.46835443,0,,1등급고객,0.708860759,67.71125284,,,20,1,2,의류,의류,화,summer,7,7,0.42,0.291139241,0.041666667,0,9,12,2250000,2,15367300,16,0,1,0,0,0,0.037974684,2043219.997,2.46875,0.566037736,0,0.689655172,-0.485358794,0.818181818,1.708333333,0.392405063,0.215189873,98.73,1.17908E+13
1313,99771400,379,263249,8250000,83,67,4,0.131926121,0.197889182,0.374670185,0.295514512,8360000,3,1489125.373,5.656716418,기타,노원점,4.68,,0.426067691,4,0.04,0.625329815,0.007915567,,vip고객,0.519788918,68.93974081,일반핸드백,2,8,3,1,명품,식품,일,fall,12,19,0.51,0.313984169,0.014925373,0,12,22,1372000,1,68679060,1,0,0,1852220,0,0,0.007915567,798476.3732,4.56626506,0.058823529,0,0.470588235,-0.158802694,0.909090909,1.850746269,0.274406332,0.451187335,88.92,3.64005E+12
1314,577809910,209,2764641,41025000,56,65,5,0.157894737,0.306220096,0.397129187,0.138755981,170391000,30,8889383.231,3.215384615,시티웨어,분당점,1.52,28,0.011641303,4,0.5,0.588516746,0.14354067,,1등급고객,0.779904306,399.2533475,상품군미지정,1,11,1,3,의류,의류,수,fall,7,6,0.31,0.172248804,0.015384615,6,10,12,207459000,55,399270510,4,0.011173184,8,1200000,0,0,0.023923445,8680708.326,3.732142857,0.618181818,0.118421053,0.105263158,1.702567074,0.818181818,1.076923077,0.330143541,0.339712919,99.52,4.43303E+14
1315,278741250,22,12670057,75600000,12,8,32,0.045454545,0.045454545,0.909090909,0,,,34842656.25,2.75,피혁잡화,본  점,0.5,,0.005217025,4,0.55,0.454545455,0,,수면고객,0.272727273,192.6037875,,,,2,5,명품,식품,일,fall,11,,0.14,0.681818182,0.125,1,8,12,,0,96327450,36,0,0,0,0,0,0.136363636,20527350.69,1.833333333,0.4,0,1,-0.485358794,0,1.625,0.045454545,0.909090909,90.91,5.84378E+14
1316,35169890,277,126967,3132500,62,20,16,0.559566787,0.119133574,0.270758123,0.050541516,128000,1,1758494.5,13.85,기타,노원점,-0.91,,0.809160051,4,0.01,0.592057762,0.003610108,,2.5등급고객,0.14801444,24.30158443,N.B정장,2,,2,1,남성의류,식품,일,spring,3,,0.57,0.433212996,0.05,3,0,34,,0,31775030,24,0,0,3017810,0,0,0.010830325,236867.8891,4.467741935,0.009950249,1,0,0.061622673,0.636363636,5.95,0.606498195,-0.21299639,99.28,8.91366E+11
1317,26921830,25,1076873,13600000,17,13,23,0.12,0.28,0.56,0.04,,,2070910,1.923076923,가공식품,분당점,0.3,,0.040481275,2,0.08,0.6,0,,3등급고객,0.96,18.60236483,,2,,3,2,남성의류,식품,화,fall,11,,0.56,0.4,0.076923077,2,0,6,,0,2506330,32,0.04,0,0,0,0,0.32,2987601.992,1.470588235,0.105263158,0.75,0,-0.485358794,0.363636364,0.923076923,0.4,0.2,72,1.47266E+13
1318,883700,12,73642,575000,6,4,40,0.583333333,0.25,0,0.166666667,375000,1,220925,3,셔츠,분당점,-0.25,,0.325336653,1,0,0.5,0.083333333,,수면고객,0.833333333,0.610616359,비지니스군,,,1,1,남성의류,식품,목,spring,3,,0.75,0.583333333,0.25,0,0,7,,0,308700,178,0,0,0,0,0,0.25,226733.6662,2,0,0,0,2.249548541,0.090909091,1,0.916666667,-0.833333333,91.67,2.26649E+11
1319,13657000,8,1707125,5214000,6,5,29,0,0.25,0.375,0.375,,,2731400,1.6,디자이너,본  점,0.22,0,0.008054478,1,0.5,0.625,0,,수면고객,0.75,9.436672636,,,1,1,2,화장품,명품,토,fall,12,,0.12,0.25,0.2,0,3,2,4975000,2,10299000,4,0,0,0,0,0,0.25,2194031.803,1.333333333,0,0,0.333333333,-0.485358794,0.181818182,0.2,0,1,87.5,4.37077E+12
1320,3358000,2,1679000,2208000,1,2,58,0.5,0.5,0,0,,,1679000,1,섬유잡화,잠실점,0,,0,,1,0,0,,수면고객,1,2.320300704,,,,1,2,의류,의류,목,summer,5,,0,0.5,0.5,0,0,1,,0,3358000,125,0,0,0,0,0,0,748118.9745,2,1,0,0,-0.485358794,0,0.5,0.5,0,50,2.79841E+11
1321,150320870,955,157404,11800000,114,152,2,0.219895288,0.270157068,0.291099476,0.218848168,3517000,5,988953.0921,6.282894737,농산물,분당점,2.67,21,0.235171138,1,0.03,0.747643979,0.005235602,,vip고객,0.664921466,103.868261,수영복,2,23,2,1,남성의류,식품,일,fall,8,24,0.79,0.12460733,0.006578947,29,15,16,3042600,7,88651070,0,0.009473684,2,905300,1,0,0.004188482,745371.227,8.377192982,0.031900139,0.275862069,0.482758621,-0.197473811,1,1.921052632,0.423036649,0.153926702,99.79,3.38119E+12
1322,94998150,51,1862709,14500000,34,15,19,0.156862745,0.31372549,0.294117647,0.235294118,150000,1,6333210,3.4,기타,광주점,-0.02,26,0.047047021,5,0.27,0.431372549,0.019607843,,3등급고객,0.705882353,65.64153493,국산A/V,,3,1,2,화장품,식품,화,fall,2,3,0.31,0.294117647,0.066666667,7,4,12,3354000,2,69911840,33,0.1,1,0,0,0,0.078431373,3214336.318,1.5,0.464285714,0.363636364,0.363636364,0.243949829,0.454545455,0.8,0.588235294,-0.176470588,98.04,6.50645E+13
1323,2275000,1,2275000,2275000,1,1,0,0,0,0,1,,,2275000,1,모피/피혁,본  점,0.04,,0,,1,0,0,,신규고객,1,1.571972633,,,,1,3,여성의류,여성의류,월,fall,12,1,0,1,1,0,1,1,,0,,28,0,0,0,0,0,1,,1,1,0,1,-0.485358794,0,0,0,1,0,0
1324,219668910,68,3230425,75600000,34,32,11,0.205882353,0.279411765,0.235294118,0.279411765,28000000,2,6864653.438,2.125,가공식품,잠실점,-0.1,92,0.013684959,3,0.49,0.602941176,0.029411765,,2등급고객,0.897058824,151.7861604,시니어,,3,4,3,예체능,식품,목,fall,9,2,0.31,0.352941176,0.03125,1,6,5,68739500,15,108507990,1,0.015151515,6,0,0,0,0.132352941,10635334.98,2,0.171428571,0.166666667,0.333333333,-0.143495377,1,0.65625,0.529411765,-0.058823529,72.06,2.24304E+14
1325,71321400,53,1345687,23675000,24,13,18,0.188679245,0.396226415,0.150943396,0.264150943,32997200,8,5486261.538,4.076923077,가공식품,본  점,0.7,,0.019343423,2,0.4,0.396226415,0.150943396,,3등급고객,0.811320755,49.28144569,아웃도아,,6,1,2,명품,식품,화,fall,12,2,0.47,0.471698113,0.076923077,5,9,14,,0,42594000,3,0.133333333,0,0,0,0,0.094339623,5886699.873,2.208333333,0.542857143,0.333333333,0.375,3.722190952,0.181818182,1.615384615,0.188679245,0.622641509,98.11,1.41619E+14
1326,118047630,117,1008954,15642000,41,50,7,0.299145299,0.239316239,0.213675214,0.247863248,6533000,1,2360952.6,2.34,기타,본  점,0.26,52,0.08350875,4,0.23,0.538461538,0.008547009,,1등급고객,0.871794872,81.56819505,디자이너,,5,1,2,아동용품,식품,화,fall,5,2,0.5,0.213675214,0.02,10,15,9,10982000,5,89718630,3,0.086206897,2,118750,0,0,0.034188034,2418319.982,2.853658537,0.017241379,0.357142857,0.214285714,-0.266566207,0.818181818,0.68,0.435897436,0.128205128,99.15,1.40778E+13
1327,138220970,135,1023859,29640000,50,38,9,0.266666667,0.192592593,0.214814815,0.325925926,5196600,4,3637393.947,3.552631579,기타,분당점,-0.47,30,0.058618602,3,0.23,0.6,0.02962963,,1등급고객,0.844444444,95.50750863,디자이너캐릭터,1,8,2,2,가전,식품,월,fall,1,2,0.47,0.355555556,0.026315789,2,12,14,40484000,13,63546970,2,0.022900763,3,0,0,0,0.051851852,3294007.603,2.7,0.181818182,0.173913043,0.434782609,0.378296154,1,0.815789474,0.540740741,-0.081481481,96.3,3.10506E+13
